0	0	0	0	0
0	1000	39	0	0
0	1000	35	0	2
0	475	35	0	2
0	282	35	0	2
0	282	0	0	2
0	74	14	345	11
0	174	35	826	2
0	75	35	826	2
0	33	35	901	2
0	33	35	934	2
0	33	35	967	2
0	1000	189	0	39
0	1000	90	0	39
0	1000	90	0	39
0	1000	59	0	129
0	1000	40	0	188
0	1000	0	0	191
0	1000	3713	0	228
0	685	3698	0	228
0	670	241	0	279
0	276	241	394	279
0	670	3406	0	520
0	670	3351	0	520
1	670	3342	0	529
0	670	108	0	529
0	670	93	0	529
0	118	12	532	548
0	11	14	639	548
0	670	108	0	637
0	670	93	0	637
0	118	12	532	656
0	11	14	639	656
0	670	108	0	745
0	670	93	0	745
0	118	12	532	764
0	11	14	639	764
0	670	108	0	853
0	670	93	0	853
0	118	12	532	872
0	11	14	639	872
0	670	108	0	961
0	670	93	0	961
0	118	12	532	980
0	11	14	639	980
0	670	125	0	1069
0	670	110	0	1069
0	118	12	532	1088
0	11	14	639	1088
0	670	108	0	1194
0	670	93	0	1194
0	118	12	532	1213
0	11	14	639	1213
0	670	125	0	1302
0	670	110	0	1302
0	118	12	532	1321
0	11	14	639	1321
0	670	125	0	1427
0	670	110	0	1427
0	118	12	532	1446
0	11	14	639	1446
0	670	108	0	1552
0	670	93	0	1552
0	118	12	532	1571
0	11	14	639	1571
0	670	108	0	1660
0	670	93	0	1660
0	118	12	532	1679
0	11	14	639	1679
0	670	125	0	1768
0	670	110	0	1768
0	118	12	532	1787
0	11	14	639	1787
0	670	108	0	1893
0	670	93	0	1893
0	118	12	532	1912
0	11	14	639	1912
0	670	108	0	2001
0	670	93	0	2001
0	118	12	532	2020
0	11	14	639	2020
0	670	108	0	2109
0	670	93	0	2109
0	118	12	532	2128
0	11	14	639	2128
0	670	108	0	2217
0	670	93	0	2217
0	118	12	532	2236
0	11	14	639	2236
0	670	108	0	2325
0	670	93	0	2325
0	118	12	532	2344
0	11	14	639	2344
0	670	108	0	2433
0	670	93	0	2433
0	118	12	532	2452
0	11	14	639	2452
0	670	108	0	2541
0	670	93	0	2541
0	118	12	532	2560
0	11	14	639	2560
0	670	108	0	2649
0	670	93	0	2649
0	118	12	532	2668
0	11	14	639	2668
0	670	108	0	2757
0	670	93	0	2757
0	118	12	532	2776
0	11	14	639	2776
0	670	108	0	2865
0	670	93	0	2865
0	118	12	532	2884
0	11	14	639	2884
0	670	108	0	2973
0	670	93	0	2973
0	118	12	532	2992
0	11	14	639	2992
0	670	108	0	3081
0	670	93	0	3081
0	118	12	532	3100
0	11	14	639	3100
0	670	108	0	3189
0	670	93	0	3189
0	118	12	532	3208
0	11	14	639	3208
0	670	108	0	3297
0	670	93	0	3297
0	118	12	532	3316
0	11	14	639	3316
0	670	125	0	3405
0	670	110	0	3405
0	118	12	532	3424
0	11	14	639	3424
0	670	108	0	3530
0	670	93	0	3530
0	118	12	532	3549
0	11	14	639	3549
0	670	125	0	3638
0	670	110	0	3638
0	118	12	532	3657
0	11	14	639	3657
0	670	108	0	3763
0	670	93	0	3763
0	118	12	532	3782
0	11	14	639	3782
0	670	55	0	3871
0	670	55	0	3871
0	300	2214	700	228
0	300	250	700	279
0	300	250	700	279
0	300	118	700	529
0	300	34	700	531
0	300	82	700	565
0	298	81	701	565
0	300	287	700	665
0	300	34	700	667
0	300	251	700	701
0	298	250	701	701
0	280	93	710	736
0	300	421	700	970
0	300	34	700	972
0	300	385	700	1006
0	300	280	700	1409
0	300	0	700	1409
0	300	280	700	1409
0	300	250	700	1707
0	300	250	700	1707
0	300	467	700	1957
0	300	34	700	1959
0	300	431	700	1993
0	1000	90	0	3941
0	1000	90	0	3941
0	960	100	2	4031
0	960	28	2	4039
0	960	28	2	4067
0	960	28	2	4095
